subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
CL:0000785	oboInOwl:hasDbXref	ZFA:0009331	semapv:UnspecifiedMatching	mature B cell	mature B cell
CL:0000786	oboInOwl:hasDbXref	BTO:0000392	semapv:UnspecifiedMatching	plasma cell	plasma cell
CL:0000786	oboInOwl:hasDbXref	FMA:70574	semapv:UnspecifiedMatching	plasma cell	Plasma cell
CL:0000786	oboInOwl:hasDbXref	MESH:D010950	semapv:UnspecifiedMatching	plasma cell	
CL:0000786	oboInOwl:hasDbXref	ZFA:0009332	semapv:UnspecifiedMatching	plasma cell	plasma cell
CL:0000787	oboInOwl:hasDbXref	ZFA:0009333	semapv:UnspecifiedMatching	memory B cell	memory B cell
CL:0000788	oboInOwl:hasDbXref	ZFA:0009334	semapv:UnspecifiedMatching	naive B cell	naive B cell
CL:0000789	oboInOwl:hasDbXref	ZFA:0009335	semapv:UnspecifiedMatching	alpha-beta T cell	alpha-beta T cell
CL:0000798	oboInOwl:hasDbXref	ZFA:0009336	semapv:UnspecifiedMatching	gamma-delta T cell	gamma-delta T cell
CL:0000799	oboInOwl:hasDbXref	ZFA:0009337	semapv:UnspecifiedMatching	immature gamma-delta T cell	immature gamma-delta T cell
CL:0000800	oboInOwl:hasDbXref	ZFA:0009338	semapv:UnspecifiedMatching	mature gamma-delta T cell	mature gamma-delta T cell
CL:0000801	oboInOwl:hasDbXref	ZFA:0009339	semapv:UnspecifiedMatching	gamma-delta intraepithelial T cell	gamma-delta intraepithelial T cell
CL:0000813	oboInOwl:hasDbXref	BTO:0003435	semapv:UnspecifiedMatching	memory T cell	memory T-lymphocyte
CL:0000813	oboInOwl:hasDbXref	ZFA:0009342	semapv:UnspecifiedMatching	memory T cell	memory T cell
CL:0000815	oboInOwl:hasDbXref	BTO:0004520	semapv:UnspecifiedMatching	regulatory T cell	regulatory T-lymphocyte
CL:0000815	oboInOwl:hasDbXref	FMA:84070	semapv:UnspecifiedMatching	regulatory T cell	Suppresor T lymphocyte
CL:0000815	oboInOwl:hasDbXref	MESH:D050378	semapv:UnspecifiedMatching	regulatory T cell	
CL:0000816	oboInOwl:hasDbXref	ZFA:0009343	semapv:UnspecifiedMatching	immature B cell	immature B cell
CL:0000817	oboInOwl:hasDbXref	BTO:0001133	semapv:UnspecifiedMatching	precursor B cell	pre-B-lymphocyte
CL:0000817	oboInOwl:hasDbXref	ZFA:0009344	semapv:UnspecifiedMatching	precursor B cell	precursor B cell
CL:0000818	oboInOwl:hasDbXref	ZFA:0009345	semapv:UnspecifiedMatching	transitional stage B cell	transitional stage B cell
CL:0000823	oboInOwl:hasDbXref	ZFA:0009346	semapv:UnspecifiedMatching	immature natural killer cell	immature natural killer cell
CL:0000824	oboInOwl:hasDbXref	ZFA:0009347	semapv:UnspecifiedMatching	mature natural killer cell	mature natural killer cell
CL:0000825	oboInOwl:hasDbXref	ZFA:0009348	semapv:UnspecifiedMatching	pro-NK cell	pro-NK cell
CL:0000826	oboInOwl:hasDbXref	BTO:0003104	semapv:UnspecifiedMatching	pro-B cell	pro-B-lymphocyte
CL:0000826	oboInOwl:hasDbXref	ZFA:0009349	semapv:UnspecifiedMatching	pro-B cell	pro-B cell
CL:0000827	oboInOwl:hasDbXref	ZFA:0009350	semapv:UnspecifiedMatching	pro-T cell	pro-T cell
CL:0000828	oboInOwl:hasDbXref	ZFA:0009351	semapv:UnspecifiedMatching	thromboblast	thromboblast
CL:0000830	oboInOwl:hasDbXref	FMA:84208	semapv:UnspecifiedMatching	basophilic promyelocyte	Basophilic promyelocyte
CL:0000833	oboInOwl:hasDbXref	FMA:84199	semapv:UnspecifiedMatching	eosinophilic promyelocyte	Eosinophilic promyelocyte
CL:0000834	oboInOwl:hasDbXref	ZFA:0009352	semapv:UnspecifiedMatching	neutrophil progenitor cell	neutrophil progenitor cell
CL:0000835	oboInOwl:hasDbXref	BTO:0000187	semapv:UnspecifiedMatching	myeloblast	myeloblast
CL:0000835	oboInOwl:hasDbXref	FMA:83524	semapv:UnspecifiedMatching	myeloblast	Myeloblast
CL:0000835	oboInOwl:hasDbXref	ZFA:0009353	semapv:UnspecifiedMatching	myeloblast	myeloblast
CL:0000836	oboInOwl:hasDbXref	FMA:83530	semapv:UnspecifiedMatching	promyelocyte	Promyelocyte
CL:0000837	oboInOwl:hasDbXref	BTO:0000725	semapv:UnspecifiedMatching	hematopoietic multipotent progenitor cell	hematopoietic stem cell
CL:0000837	oboInOwl:hasDbXref	ZFA:0009354	semapv:UnspecifiedMatching	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell
CL:0000838	oboInOwl:hasDbXref	BTO:0004731	semapv:UnspecifiedMatching	lymphoid lineage restricted progenitor cell	lymphoid progenitor cell
CL:0000838	oboInOwl:hasDbXref	FMA:70338	semapv:UnspecifiedMatching	lymphoid lineage restricted progenitor cell	Lymphoid stem cell
CL:0000838	oboInOwl:hasDbXref	ZFA:0009355	semapv:UnspecifiedMatching	lymphoid lineage restricted progenitor cell	lymphoid progenitor cell
CL:0000839	oboInOwl:hasDbXref	BTO:0004730	semapv:UnspecifiedMatching	myeloid lineage restricted progenitor cell	myeloid progenitor cell
CL:0000839	oboInOwl:hasDbXref	FMA:70339	semapv:UnspecifiedMatching	myeloid lineage restricted progenitor cell	Myeloid stem cell
CL:0000839	oboInOwl:hasDbXref	ZFA:0009356	semapv:UnspecifiedMatching	myeloid lineage restricted progenitor cell	myeloid lineage restricted progenitor cell
CL:0000841	oboInOwl:hasDbXref	FMA:83038	semapv:UnspecifiedMatching	mature conventional dendritic cell	Interdigitating dendritic cell
CL:0000842	oboInOwl:hasDbXref	BTO:0000878	semapv:UnspecifiedMatching	mononuclear cell	mononuclear cell
CL:0000842	oboInOwl:hasDbXref	FMA:86713	semapv:UnspecifiedMatching	mononuclear cell	Peripheral blood mononuclear cell
CL:0000842	oboInOwl:hasDbXref	ZFA:0009357	semapv:UnspecifiedMatching	mononuclear cell	mononuclear cell
CL:0000847	oboInOwl:hasDbXref	ZFA:0009358	semapv:UnspecifiedMatching	ciliated olfactory receptor neuron	ciliated olfactory receptor neuron
CL:0000848	oboInOwl:hasDbXref	ZFA:0009359	semapv:UnspecifiedMatching	microvillous olfactory receptor neuron	microvillous olfactory receptor neuron
